state,program_type,grad_100,grad_100_rate
Alabama,2y all,23.42,40.71
Alabama,2y all,28.94,40.05
Alabama,2y all,66.68,34.36
Alabama,2y all,42.3,33.4
Alabama,2y all,58.88,41.22
Alabama,2y all,52.4,40.69
Alabama,2y all,28.33,42.74
Alabama,2y all,50.01,35.98
Alabama,2y all,48.86,35.91
Alabama,2y all,47.21,34.27
Alabama,2y all,34.99,36.11
Alabama,2y all,48.03,40.08
Alabama,2y all,60.05,42.52
Alabama,2y all,37.96,39.53
Alabama,2y all,51.11,35.7
Alabama,2y all,56.8,42.65
Alabama,2y all,45.67,39.23
Alabama,2y all,25.13,40.04
Alabama,2y all,24.73,38.65
Alabama,2y all,50.45,36.74
Alabama,2y all,42.72,37.88
Alabama,2y all,25.75,38.65
Alabama,2y all,59.08,38.04
Alabama,2y all,55.36,40.11
Alabama,2y all,51.19,39.66
Alabama,2y all,42.13,35.15
Alabama,2y all,65.34,35.83
Alabama,2y all,32.2,33.04
Alabama,2y all,28.77,42.94
Alabama,2y all,37.64,40.06
Alabama,2y all,25.6,35.53
Alabama,2y all,47.57,39.04
Alabama,4y bach,64.38,41.4
Alabama,4y other,26.09,39.5
Alabama,4y bach,48.42,36.35
Alabama,4y other,39.45,37.85
Alabama,4y bach,25.89,40.43
Alabama,4y other,42.97,40.73
Alabama,4y bach,31.6,40.64
Alabama,4y other,56.57,36.03
Alabama,4y bach,35.92,40.29
Alabama,4y other,27.15,37.35
Alabama,4y bach,35.5,34.56
Alabama,4y other,56.03,41.8
Alabama,4y bach,49.4,35.05
Alabama,4y other,66.19,35.43
Alabama,4y bach,50.82,36.35
Alabama,4y other,31.63,34.91
Alabama,4y bach,27.35,35.71
Alabama,4y other,42.27,37.19
Alabama,4y bach,42.08,36.89
Alabama,4y other,58.24,41.79
Alabama,4y bach,34,38.68
Alabama,4y other,28.32,33.21
Alabama,4y bach,28.97,34.56
Alabama,4y other,42.11,36.34
Alabama,4y bach,49.52,38.56
Alabama,4y other,36.71,35.01
Alabama,4y bach,29.24,38.65
Alabama,4y other,67.97,38.33
Alabama,4y bach,44.38,33.36
Alabama,4y other,62.29,42.76
Alabama,4y bach,43.49,37.06
Alabama,4y other,53.18,38.35
Alabama,4y bach,30.84,36.11
Alabama,4y other,28.56,33.35
Alabama,4y bach,57.96,33.27
Alabama,4y other,56.27,42.34
Alabama,4y bach,51.19,34.29
Alabama,4y other,41.7,38.59
Alabama,4y bach,50.08,38.8
Alabama,4y other,43.74,39.62
Alabama,4y bach,31.6,35.68
Alabama,4y other,40.1,35.49
Alabama,4y bach,65.41,41.59
Alabama,4y other,56.46,42.89
Alabama,4y bach,57.19,42.09
Alabama,4y other,31.93,41.11
Alabama,4y bach,30.91,37.68
Alabama,4y other,48.77,35.6
Alabama,4y bach,60.26,42.71
Alabama,4y other,46.49,33.51
Alabama,4y bach,53.31,38.73
Alabama,4y other,66.03,37.2
Alabama,4y bach,50.24,42.95
Alabama,4y other,64.4,36.57
Alabama,4y bach,28.42,41.16
Alabama,4y other,48.72,33.51
Alabama,4y bach,33.17,39.53
Alabama,4y other,37.37,41.91
Alabama,4y bach,48.73,38.58
Alabama,4y other,56.31,42.86
Alabama,4y bach,66.27,41.11
Alabama,4y other,28.75,37.37
Alabama,4y bach,41.16,42.34
Alabama,4y other,59.48,33.64
Alabama,4y bach,42.62,35.36
Alabama,4y other,45.56,37.65
Alabama,4y bach,45.12,42.97
Alabama,4y other,27.24,41.06
Alabama,4y bach,34.52,36.16
Alabama,4y other,51.94,42.25
Alabama,4y bach,37.89,41.51
Alabama,4y other,65.67,41.95
Alabama,4y bach,47.6,35.91
Alabama,4y other,24.33,41.59
Alabama,4y bach,66.97,38.98
Alabama,4y other,25.58,41.96
Alabama,4y bach,30.07,33.15
Alabama,4y other,62.44,40.45
Alabama,4y bach,34.02,33.41
Alabama,4y other,48.33,35.95
Alabama,4y bach,25.96,36.04
Alabama,4y other,56.14,41.3
Alabama,4y bach,32.08,34.05
Alabama,4y other,55.12,35.6
Alabama,4y bach,53.29,35.45
Alabama,4y other,56.16,41.61
Alabama,4y bach,24.19,36.74
Alabama,4y other,24.24,36.21
Alabama,4y bach,62.87,33.58
Alabama,4y other,47.04,39.08
Alabama,4y bach,24.86,33.66
Alabama,4y other,44.31,42.24
Alabama,4y bach,62.09,42.39
Alabama,4y other,42.01,41.16
Alabama,4y bach,27.18,33.17
Alabama,4y other,39.02,37.77
Alabama,4y bach,42.33,33.72
Alabama,4y other,42.77,39.15
Alabama,4y bach,55.25,42.28
Alabama,4y other,44.24,38.56
Alabama,4y bach,54.33,41.79
Alabama,4y other,65.44,40.29
Alabama,4y bach,54.96,42.57
Alabama,4y other,48.04,37.71
Alabama,4y bach,34.73,37.88
Alabama,4y other,51.31,37.55
Alabama,4y bach,64.32,35.92
Alabama,4y other,37.22,35.71
Alabama,4y bach,34.11,34.12
Alabama,4y other,66.67,34.3
Alabama,4y bach,34.11,41.7
Alabama,4y other,39.36,41.01
Alabama,4y bach,24.99,39.88
Alabama,4y other,29.13,36.53
Alabama,4y bach,42.34,36.18
Alabama,4y other,58.42,33.9
Alabama,4y bach,36.5,39.58
Alabama,4y other,35.64,40.72
Alabama,4y bach,25.92,36.57
Alabama,4y other,38.95,35.69
Alabama,4y bach,36.51,40.22
Alabama,4y other,66.11,38.6
Alabama,4y bach,29.16,33.41
Alabama,4y other,34.24,41.57
Alabama,4y bach,23.51,40.1
Alabama,4y other,26.07,41.83
Alabama,4y bach,52.66,42.21
Alabama,4y other,45.31,37.93
Alabama,4y bach,29.06,37.61
Alabama,4y other,40.52,40.16
Alabama,4y bach,52.16,37.23
Alabama,4y other,23.39,34.95
Alabama,4y bach,54.77,41.21
Alabama,4y other,52.56,33.01
Alabama,4y bach,53.83,34.01
Alabama,4y other,55.55,39.56
Alabama,4y bach,30.97,42.89
Alabama,4y other,60.81,40.68
Alabama,4y bach,63.87,37.18
Alabama,4y other,48.99,42.57
Alabama,4y bach,42.03,40.06
Alabama,4y other,37.36,37.27
Alabama,4y bach,43.01,42.39
Alabama,4y other,33.57,40.25
Alabama,4y bach,23.8,41.08
Alabama,4y other,60.55,38.13
Alabama,4y bach,55.52,37.34
Alabama,4y other,57.45,40.51
Alabama,4y bach,29.5,40.19
Alabama,4y other,56.37,38.95
Alabama,4y bach,54.57,34.2
Alabama,4y other,32.87,34.45
Alabama,4y bach,59.26,43
Alabama,4y other,30.67,39.56
Alabama,4y bach,60.73,41.23
Alabama,4y other,64.46,39.12
Alabama,4y bach,40.88,35.28
Alabama,4y other,39.9,34.88
Alabama,4y bach,64.34,41.2
Alabama,4y other,37.35,40.19
Alabama,4y bach,54.65,38.83
Alabama,4y other,66.66,40.69
Alabama,4y bach,36.92,41.7
Alabama,4y other,50.98,38.13
Alabama,4y bach,51.12,36.25
Alabama,4y other,38.77,35.68
Alabama,4y bach,23.6,38.04
Alabama,4y other,53.5,34.21
Alabama,4y bach,63.24,33.61
Alabama,4y other,57.42,39.84
Alabama,4y bach,54.29,34.55
Alabama,4y other,65.75,37.55
Alabama,4y bach,39.16,39.56
Alabama,4y other,58.95,40.06
Alabama,4y bach,50.54,35.53
Alabama,4y other,46.02,34.41
Alabama,4y bach,37.98,41.32
Alabama,4y other,66.53,37.11
Alabama,4y bach,54.09,37.81
Alabama,4y other,45.25,41.67
Alabama,4y bach,29.61,33.45
Alabama,4y other,47.31,41.51
Alabama,4y bach,26.34,33.22
Alabama,4y other,23.82,41.75
Alabama,4y bach,48.66,41.26
Alabama,4y other,43.79,41.81
Alabama,4y bach,65.78,37.26
Alabama,4y other,48.23,39.35
Alabama,4y bach,35.18,34.45
Alabama,4y other,40.83,34.55
Alabama,4y bach,60.03,35.24
Alabama,4y other,23.02,37.56
Alabama,4y bach,48.87,34.65
Alabama,4y other,23.24,34.74
Alabama,4y bach,48.78,39.81
Alabama,4y other,32.05,41.53
Alabama,4y bach,62.35,39.96
Alabama,4y other,63.8,41.95
Alabama,4y bach,48.09,35.23
Alabama,4y other,23.92,34.56
Alabama,4y bach,30.61,38.11
Alabama,4y other,29.71,37.98
Alabama,4y bach,55.17,42.99
Alabama,4y other,23.38,39.66
Alabama,4y bach,56.26,41.55
Alabama,4y other,56.05,34.8
Alabama,4y bach,67.81,38.27
Alabama,4y other,57.18,40.54
Alabama,4y bach,47.01,37.61
Alabama,4y other,53.53,41.9
Alabama,4y bach,35.15,42.6
Alabama,4y other,52.73,38.47
Alabama,4y bach,23.95,39.7
Alabama,4y other,62.62,40.34
Alabama,4y bach,55.59,42.4
Alabama,4y other,43.77,41.48
Alabama,4y bach,36.89,42.22
Alabama,4y other,47.96,36.26
Alabama,4y bach,46.89,33.31
Alabama,4y other,30.18,34.1
Alabama,4y bach,27.58,40.5
Alabama,4y other,31.19,42.5
Alabama,4y bach,65.74,40.16
Alabama,4y other,44.7,34.92
Alabama,4y bach,33.03,36.09
Alabama,4y other,66.49,39.58
Alabama,4y bach,67.18,37.59
Alabama,4y other,66.88,38.87
Alabama,4y bach,28.85,35.47
Alabama,4y other,27.9,36.98
Alabama,4y bach,37.01,41.8
Alabama,4y other,52.34,35.03
Alabama,4y bach,66.65,39.49
Alabama,4y other,65.54,37.49
Alabama,4y bach,64.19,38.34
Alabama,4y other,33.79,33.84
Alabama,4y bach,61.79,42.47
Alabama,4y other,59.39,35.45
Alabama,4y bach,24.23,35.27
Alabama,4y other,66.25,33.43
Alabama,4y bach,51.47,42.99
Alabama,4y other,47.55,37.08
Alabama,4y bach,57.15,39.65
Alabama,4y other,60.85,41.45
Alabama,4y bach,64.54,36.68
Alabama,4y other,50.36,34.4
Alabama,4y bach,61.21,35.6
Alabama,4y other,65.17,34.16
Alabama,4y bach,65.11,39.66
Alabama,4y other,48.26,35.34
Alabama,4y bach,32.66,36.3
Alabama,4y other,47.4,41.89
Alabama,4y bach,30.11,41.71
Alabama,4y bach,23.28,33.73
Alabama,4y bach,61.24,39.54
Alabama,4y bach,24.73,38.51
Alabama,4y bach,58.16,42.95
Alabama,4y bach,37.43,42.04
Alabama,4y bach,28.05,40.37
Alabama,4y bach,24.21,35.86
Alabama,4y bach,29.32,38.48
Alabama,4y bach,38.77,33.13
Alabama,4y bach,39.32,38.31
Alabama,4y bach,67,39.8
Alabama,4y bach,67.64,35.58
Alabama,4y bach,51.43,41.16
Alabama,4y bach,40.46,33.73
Alabama,4y bach,48.56,37.49
Alabama,4y bach,35.01,37.7
Alabama,4y bach,67,36.34
Alabama,4y bach,34.4,34.05
Alabama,4y other,48.36,38.66
Alabama,4y bach,40.55,42.15
Alabama,4y other,37.04,40.12
Alabama,4y bach,44.61,33.02
Alabama,4y other,30.18,33.96
Alabama,4y bach,25.43,37.92
Alabama,4y other,44.22,35.22
Alabama,4y bach,33.1,36.18
Alabama,4y other,40.3,40.16
Alabama,4y bach,61.36,36.5
Alabama,4y other,32.58,33.37
Alabama,4y bach,35.24,38.45
Alabama,4y other,66.38,36.26
Alabama,4y bach,32.94,33.88
Alabama,4y other,51.8,35.95
Alabama,4y bach,41.06,41
Alabama,4y other,61.99,33.13
Alabama,4y bach,35.31,41.48
Alabama,4y other,49.59,38.46
Alabama,4y bach,29.69,34.61
Alabama,4y other,33.08,39.9
Alabama,4y bach,35.46,37.33
Alabama,4y other,56.74,40.6
Alabama,4y bach,61.52,36.38
Alabama,4y other,37.91,36.3
Alabama,4y bach,41.89,39.49
Alabama,4y other,58.88,35.34
Alabama,4y bach,33.76,38.49
Alabama,4y other,59.86,34.2
Alabama,4y bach,30.87,33.21
Alabama,4y other,51.37,34.17
Alabama,4y bach,47.71,40.6
Alabama,4y other,31.69,39.08
Alabama,4y bach,23.78,38.48
Alabama,4y other,64.04,41.62
Alabama,4y bach,64.31,38.8
Alabama,4y other,39.1,36.42
Alabama,4y bach,24.75,39.95
Alabama,4y other,51.66,33.11
Alabama,4y bach,66.01,33.68
Alabama,4y other,39.07,41.07
Alabama,4y bach,47.2,39.9
Alabama,4y other,62.2,40.95
Alabama,4y bach,33.94,41.93
Alabama,4y other,48.05,35.32
Alabama,4y bach,62.23,40.22
Alabama,4y other,28.22,33.14
Alabama,4y bach,49.01,41.42
Alabama,4y other,42.51,40.46
Alabama,4y bach,35.72,38.9
Alabama,4y other,44.74,39.22
Alabama,4y bach,55.91,42.04
Alabama,4y other,61.14,38.73
Alabama,4y bach,65.52,35.13
Alabama,4y other,41.83,42.19
Alabama,4y bach,39.81,39.59
Alabama,4y other,35.15,35.96
Alabama,4y bach,59.74,35.81
Alabama,4y other,56.57,33.36
Alabama,4y bach,55.35,40.22
Alabama,4y other,42.58,40.82
Alabama,4y bach,67.24,36.23
Alabama,4y other,33.54,36.37
Alabama,4y bach,33.64,40.06
Alabama,4y other,66.9,39.11
Alabama,4y bach,24.84,33.43
Alabama,4y other,48.63,38.4
Alabama,4y bach,39.37,34.63
Alabama,4y other,49.84,41.43
Alabama,4y bach,54.5,36.94
Alabama,4y other,45.89,33.11
Alabama,4y bach,65.34,39.56
Alabama,4y other,34.67,40.68
Alabama,4y bach,47.39,35.87
Alabama,4y other,50.97,34.56
Alabama,4y bach,38.02,33.58
Alabama,4y other,48.05,42.6
Alabama,4y bach,45.71,42.89
Alabama,4y other,40.72,42.74
Alabama,4y bach,26.72,35.44
Alabama,4y other,28.77,34.18
Alabama,4y bach,38.03,40.79
Alabama,4y other,63.82,38.13
Alabama,4y bach,50.1,42.07
Alabama,4y other,49.43,37.92
Alabama,4y bach,41.22,35.42
Alabama,4y other,46.19,33.14
Alabama,4y bach,65.67,40.06
Alabama,4y other,51.98,33.26
Alabama,4y bach,52.67,38.77
Alabama,4y other,32.91,33.76
Alabama,4y bach,66.79,37.1
Alabama,4y other,58.02,40.26
Alabama,4y bach,43.57,40.26
Alabama,4y other,54.71,33.26
Alabama,4y bach,44.13,36.14
Alabama,4y other,24.79,39.88
Alabama,4y bach,39.94,41.07
Alabama,4y other,29.6,40.16
Alabama,4y bach,49.88,37.7
Alabama,4y other,33.77,34.47
Alabama,4y bach,40.19,41.34
Alabama,4y other,29.02,37.39
Alabama,4y bach,25.01,39.72
Alabama,4y other,55.37,34.01
Alabama,4y bach,25.12,42.36
Alabama,4y other,58.71,34.15
Alabama,4y bach,29.45,38.9
Alabama,4y other,61.24,35.22
Alabama,4y bach,46.11,35.68
Alabama,4y other,50.2,33.91
Alabama,4y bach,38.96,39.25
Alabama,4y other,30.57,42.45
Alabama,4y bach,31.53,41
Alabama,4y other,54.21,40.59
Alabama,4y bach,31.88,35.97
Alabama,4y other,48.71,40.11
Alabama,4y bach,63.98,34.83
Alabama,4y other,25.44,37.96
Alabama,4y bach,39.87,36.86
Alabama,4y other,52.23,36.63
Alabama,4y bach,42.86,38.64
Alabama,4y other,66.61,42.59
Alabama,4y bach,24.95,38.75
Alabama,4y other,38.56,38.47
Alabama,4y bach,34.51,38.06
Alabama,4y other,57.33,35.66
Alabama,4y bach,24.25,36.57
Alabama,4y other,31.4,41.46
Alabama,4y bach,49.41,34.64
Alabama,4y other,38.94,34.82
Alabama,4y bach,23.26,39.15
Alabama,4y other,58.06,41.31
Alabama,4y bach,58.09,34.5
Alabama,4y other,62.26,42.31
Alabama,4y bach,27.34,35.46
Alabama,4y other,23.82,39.63
Alabama,4y bach,34.19,41.35
Alabama,4y other,59.4,42.38
Alabama,4y bach,46.68,39.42
Alabama,4y other,24.35,42.29
Alabama,4y bach,25.96,40.69
Alabama,4y other,54.8,38.07
Alabama,4y bach,30.63,33.11
Alabama,4y other,25.98,37.21
Alabama,4y bach,46.2,34.86
Alabama,4y other,47.29,36.51
Alabama,4y bach,23.98,40.41
Alabama,4y other,53.2,41.07
Alabama,4y bach,62.84,39.14
Alabama,4y other,55.46,37.15
Alabama,4y bach,63.04,35.5
Alabama,4y other,44.51,37.81
Alabama,4y bach,53.32,41.27
Alabama,4y other,41.97,41.5
Alabama,4y bach,62.29,42.03
Alabama,4y other,48.15,35.24
Alabama,4y bach,61.84,36.9
Alabama,4y other,38.65,37.32
Alabama,4y bach,37.06,38.86
Alabama,4y other,38.94,34.11
Alabama,4y bach,57.39,33.79
Alabama,4y other,42.24,36.29
Alabama,4y bach,45.09,35.86
Alabama,4y other,65.12,42.15
Alabama,4y bach,52.67,41.9
Alabama,4y other,31.82,41.37
Alabama,4y bach,35.96,39.49
Alabama,4y other,32.74,33.65
Alabama,4y bach,27.1,40.22
Alabama,4y other,67.33,40.9
Alabama,4y bach,56.07,39.81
Alabama,4y other,43.12,33.46
Alabama,4y bach,31.12,39.62
Alabama,4y other,46.72,39.68
Alabama,4y bach,39.4,37.15
Alabama,4y other,36.09,34.09
Alabama,4y bach,42.64,34.89
Alabama,4y other,62.11,40.61
Alabama,4y bach,60.31,33.1
Alabama,4y other,56.12,39.51
Alabama,4y bach,62.02,33.03
Alabama,4y other,64.09,38.68
Alabama,4y bach,52.57,34.08
Alabama,4y other,58.19,34.92
Alabama,4y bach,50.14,40
Alabama,4y other,26.07,42.89
Alabama,4y bach,39.34,38.41
Alabama,4y other,42.72,37.59
Alabama,4y bach,33.53,38.71
Alabama,4y other,48.65,39.33
Alabama,4y bach,55.94,42.43
Alabama,4y other,57.9,42.87
Alabama,4y bach,30.76,41.89
Alabama,4y other,53.73,41.21
Alabama,4y bach,29.43,37.76
Alabama,4y other,33.51,36.6
Alabama,4y bach,43.16,38.88
Alabama,4y other,51.13,37.12
Alabama,4y bach,48.35,41.86
Alabama,4y other,61.37,34.39
Alabama,4y bach,51.88,39.97
Alabama,4y other,54.52,42.96
Alabama,4y bach,26.79,38.67
Alabama,4y other,31.06,37.9
Alabama,4y bach,46.94,36.12
Alabama,4y other,35.5,39.84
Alabama,4y bach,56.13,34.09
Alabama,4y other,45.43,35.93
Alabama,4y bach,32.67,39.5
Alabama,4y other,44.15,34.29
Alabama,4y bach,51.34,35.72
Alabama,4y other,49.6,41.71
Alabama,4y bach,53.7,34.21
Alabama,4y other,65.79,39.44
Alabama,4y bach,33.33,35.91
Alabama,4y other,35.95,39.06
Alabama,4y bach,31.37,36.09
Alabama,4y other,39.12,35.52
Alabama,4y bach,52.82,35.17
Alabama,4y other,41.27,36.6
Alabama,4y bach,59.49,40.96
Alabama,4y other,33.67,37.43
Alabama,4y bach,27.71,37.08
Alabama,4y other,43.28,37.71
Alabama,4y bach,24.32,36.63
Alabama,4y other,66.98,40.81
Alabama,4y bach,27.36,42.35
Alabama,4y other,38.87,33.24
Alabama,4y bach,42.26,42.3
Alabama,4y other,59.72,40.52
Alabama,4y bach,26.77,41.64
Alabama,4y other,67.26,41.39
Alabama,4y bach,26.04,38.61
Alabama,4y other,37.68,37.04
Alabama,4y bach,46.54,36.2
Alabama,4y other,56.9,34.5
Alabama,4y bach,30.76,40.37
Alabama,4y other,60.72,38.13
Alabama,4y bach,36.67,37.68
Alabama,4y other,57.98,39.14
Alabama,4y bach,49.13,38.65
Alabama,4y other,35.72,41.56
Alabama,4y bach,33.32,35.19
Alabama,4y other,36.37,34.14
Alabama,4y bach,24.97,40.1
Alabama,4y other,67.41,41.09
Alabama,4y bach,45.65,38.59
Alabama,4y other,34.04,42.67
Alabama,4y bach,43.47,40.96
Alabama,4y other,51.08,34.12
Alabama,4y bach,51.96,40.98
Alabama,4y other,30.46,34.82
Alabama,4y bach,31.39,40.65
Alabama,4y other,56.63,40.47
Alabama,4y bach,55.28,38.47
Alabama,4y other,44.41,40.06
Alabama,4y bach,41.15,42.71
Alabama,4y other,40.6,39.71
Alabama,4y bach,39.91,41.3
Alabama,4y other,29.56,39.77
Alabama,4y bach,61.62,36.06
Alabama,4y other,25.58,39.68
Alabama,4y bach,23.59,40.86
Alabama,4y other,54.57,38.68
Alabama,4y bach,34.66,36.22
Alabama,4y other,24.05,33.03
Alabama,4y bach,56.59,42.9
Alabama,4y other,34.91,35.21
Alabama,4y bach,52.35,39.34
Alabama,4y other,35.41,41.66
Alabama,4y bach,25.78,38.37
Alabama,4y other,65.66,38.87
Alabama,4y bach,62.57,36.51
Alabama,4y other,23.29,41.82
Alabama,4y bach,57.99,33.24
Alabama,4y other,40.02,42.54
Alabama,4y bach,56.63,41.94
Alabama,4y other,31.56,42.71
Alabama,4y bach,56.47,40.12
Alabama,4y other,61.63,37.7
Alabama,4y bach,42.25,34.26
Alabama,4y other,65.51,37.7
Alabama,4y bach,42.26,41.15
Alabama,4y other,54.88,34.56
Alabama,4y bach,53.7,42.51
Alabama,4y other,24.54,34.3
Alabama,4y bach,25.59,42.18
Alabama,4y bach,57.27,33.31
Alabama,4y bach,24.93,33.26
Alabama,4y bach,30.04,40.06
Alabama,4y bach,55.59,37.98
Alabama,4y bach,31.48,42.7
Alabama,4y bach,53.68,40.98
Alabama,4y bach,64.63,38.68
Alabama,4y bach,45.35,42.15
Alabama,4y bach,62.04,41.89
Alabama,4y bach,37.06,36.48
Alabama,4y bach,49.98,34.2
Alabama,4y bach,46.88,35.16
Alabama,4y bach,65.69,38.82
Alabama,4y bach,24.11,38.62
Alabama,4y bach,61.95,35.48
Alabama,4y bach,54.52,37.78
Alabama,4y bach,37.75,39.08
Alabama,4y bach,54.17,38.49
Alabama,4y other,65.57,39.68
Alabama,4y bach,65.4,36.5
Alabama,4y other,40.25,40.76
Alabama,4y bach,67.77,37.92
Alabama,4y other,40.18,41.46
Alabama,4y bach,30.18,35.82
Alabama,4y other,32.36,41.19
Alabama,4y bach,49.5,41.17
Alabama,4y other,25.38,34.08
Alabama,4y bach,31.89,34.98
Alabama,4y other,35.63,35.45
Alabama,4y bach,48.22,35.45
Alabama,4y other,62.87,35.44
Alabama,4y bach,31.11,42.13
Alabama,4y other,25.76,34.94
Alabama,4y bach,42.72,40.57
Alabama,4y other,43.22,36.18
Alabama,4y bach,59.06,42.2
Alabama,4y other,51.81,41.13
Alabama,4y bach,60.06,40.3
Alabama,4y other,39.68,41.04
Alabama,4y bach,41.38,40.96
Alabama,4y other,27.74,38.61
Alabama,4y bach,30.82,36.21
Alabama,4y other,25.25,42.57
Alabama,4y bach,65.95,37.93
Alabama,4y other,60.5,34.28
Alabama,4y bach,44.58,34.9
Alabama,4y other,57,42.9
Alabama,4y bach,54.76,37.84
Alabama,4y other,66.43,36.28
Alabama,4y bach,44.3,33.72
Alabama,4y other,26.89,37.7
Alabama,4y bach,49.68,41.39
Alabama,4y other,54.36,41.48
Alabama,4y bach,45.22,40.98
Alabama,4y other,35.1,35.13
Alabama,4y bach,46.36,36.06
Alabama,4y other,54.6,33.91
Alabama,4y bach,39.19,36.75
Alabama,4y other,47.61,40.9
Alabama,4y bach,60.34,38.95
Alabama,4y other,47.51,34.15
Alabama,4y bach,52.05,41.36
Alabama,4y other,34.03,41.1
Alabama,4y bach,41.33,40.86
Alabama,4y other,67.47,34.06
Alabama,4y bach,32.86,38.44
Alabama,4y other,28.15,34.78
Alabama,4y bach,33.78,41.56
Alabama,4y other,46.12,38.08
Alabama,4y bach,47.5,35.61
Alabama,4y other,63.92,33.87
Alabama,4y bach,42.81,40.07
Alabama,4y other,34.5,41.32
Alabama,4y bach,59.72,42.2
Alabama,4y other,35,39.21
Alabama,4y bach,23.23,33.05
Alabama,4y other,53.14,37.76
Alabama,4y bach,60.87,42.16
Alabama,4y other,62.32,41.78
Alabama,4y bach,34.4,37.81
Alabama,4y other,53.06,36.38
Alabama,4y bach,26.48,33.57
Alabama,4y other,53.4,38.59
Alabama,4y bach,43.96,34.11
Alabama,4y other,55.91,38.19
Alabama,4y bach,63.34,37.14
Alabama,4y other,63.1,40.11
Alabama,4y bach,67.68,34.87
Alabama,4y other,47.66,38.89
Alabama,4y bach,46.31,36.44
Alabama,4y other,35.84,40.88
Alabama,4y bach,34.36,33.41
Alabama,4y other,54.13,38.57
Alabama,4y bach,65.01,40.74
Alabama,4y other,45.89,42.45
Alabama,4y bach,37.48,41.13
Alabama,4y other,55.09,37.33
Alabama,4y bach,44.95,39.06
Alabama,4y other,32.16,39.73
Alabama,4y bach,58.81,36.64
Alabama,4y other,42.02,41.93
Alabama,4y bach,31.68,35.42
Alabama,4y other,39.92,42.46
Alabama,4y bach,26.27,39.51
Alabama,4y other,45.63,36.44
Alabama,4y bach,38.92,37.09
Alabama,4y other,52.66,38.07
Alabama,4y bach,43.84,37.42
Alabama,4y other,55.61,40.75
Alabama,4y bach,41.72,41.13
Alabama,4y other,67.14,38.89
Alabama,4y bach,65.66,35.9
Alabama,4y other,61.71,42.05
Alabama,4y bach,44.67,36.18
Alabama,4y other,23.55,42.51
Alabama,4y bach,40.2,41.76
Alabama,4y other,41.48,35.53
Alabama,4y bach,32.61,35.49
Alabama,4y other,52.97,39.72
Alabama,4y bach,60.81,39.82
Alabama,4y other,51.31,42.15
Alabama,4y bach,64.76,41.02
Alabama,4y other,46.91,36.83
Alabama,4y bach,36.59,39.03
Alabama,4y other,39.28,36.01
Alabama,4y bach,56.79,42.54
Alabama,4y other,26.24,38.62
Alabama,4y bach,47.67,39.58
Alabama,4y other,60,34.89
Alabama,4y bach,56.52,36.76
Alabama,4y other,35.94,33.51
Alabama,4y bach,39.5,38.56
Alabama,4y other,57.09,37.71
Alabama,4y bach,25.17,33.76
Alabama,4y other,46.55,42.53
Alabama,4y bach,63.77,34.18
Alabama,4y other,64.65,40.56
Alabama,4y bach,55.65,41.36
Alabama,4y other,23.04,42.44
Alabama,4y bach,54.55,39.66
Alabama,4y other,37.9,42.82
Alabama,4y bach,28.01,35.63
Alabama,4y other,41.83,41.14
